InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice,TotalPrice
INV12628,08-04-2022,12395,France,-2,425.46,-850.92
INV14509,07-06-2023,12130,UK,13,425.46,5530.98
INV11174,03-01-2023,12217,USA,4,425.46,1701.84
INV12080,30-10-2022,10456,India,10,425.46,4254.6
INV14927,13-12-2022,10319,France,-1,425.46,-425.46
INV11494,22-02-2023,11480,Germany,10,425.46,4254.6
INV11762,23-12-2022,10561,France,10,425.46,4254.6
INV12058,31-12-2022,11744,Germany,6,425.46,2552.76
INV13405,11-02-2022,12872,UK,8,425.46,3403.68
INV12723,27-03-2023,10381,France,-1,425.46,-425.46
INV12977,01-04-2022,10326,USA,-2,425.46,-850.92
INV11574,07-01-2022,11542,USA,9,425.46,3829.14
INV15479,23-04-2023,11609,USA,6,425.46,2552.76
INV13536,07-06-2022,10612,USA,-2,425.46,-850.92
INV11988,04-06-2023,10626,USA,5,425.46,2127.3
INV11943,23-07-2022,12995,Germany,5,425.46,2127.3
INV12560,18-05-2022,10211,India,13,425.46,5530.98
INV10082,22-01-2022,10149,UK,10,425.46,4254.6
INV11798,07-09-2022,12637,India,14,425.46,5956.44
INV13985,20-05-2022,12637,Germany,5,425.46,2127.3
INV13330,28-10-2022,12823,UK,7,425.46,2978.22
INV14110,16-05-2022,11549,Germany,0,425.46,0
INV15806,21-03-2022,,France,-1,425.46,-425.46
INV10322,07-03-2022,,India,1,425.46,425.46
INV11311,18-04-2023,11565,UK,2,425.46,850.92
INV12952,03-11-2022,11918,UK,13,425.46,5530.98
INV13149,07-08-2022,11800,France,12,425.46,5105.52
INV15596,22-02-2023,11305,Germany,-2,425.46,-850.92
INV13241,01-03-2023,11824,Germany,7,425.46,2978.22
INV10154,02-08-2022,12705,India,5,425.46,2127.3
INV12663,01-03-2022,10677,France,7,425.46,2978.22
INV15906,26-10-2022,11281,Germany,1,425.46,425.46
INV10535,14-09-2022,12724,India,3,425.46,1276.38
INV13767,24-03-2022,10912,UK,13,425.46,5530.98
INV13996,08-07-2022,10711,UK,4,425.46,1701.84
INV13420,04-01-2023,10583,Germany,-2,425.46,-850.92
INV12939,17-04-2022,12437,Germany,4,425.46,1701.84
INV13791,14-04-2023,10443,UK,5,425.46,2127.3
INV15933,11-01-2022,10049,USA,2,425.46,850.92
INV12913,31-08-2022,10349,India,1,425.46,425.46
INV13864,20-04-2022,10213,France,7,425.46,2978.22
INV11639,30-09-2022,10689,UK,13,425.46,5530.98
INV10826,08-01-2022,12509,Germany,1,425.46,425.46
INV11828,04-03-2022,10842,Germany,11,425.46,4680.06
INV14650,02-05-2022,12070,USA,6,425.46,2552.76
INV15167,21-01-2022,12719,France,9,425.46,3829.14
INV12902,20-02-2023,12435,UK,8,425.46,3403.68
INV11451,01-06-2023,12289,UK,0,425.46,0
INV11620,03-08-2022,12948,Germany,7,425.46,2978.22
INV15463,08-04-2023,12268,India,2,425.46,850.92
INV11843,19-03-2022,10227,Germany,1,425.46,425.46
INV12339,22-05-2023,11007,UK,3,425.46,1276.38
INV11230,20-11-2022,12978,India,5,425.46,2127.3
INV10628,21-11-2022,11136,France,12,425.46,5105.52
INV12649,25-05-2022,,USA,6,425.46,2552.76
INV13189,16-05-2022,12154,USA,14,425.46,5956.44
INV11725,11-01-2023,10409,Germany,11,425.46,4680.06
INV10793,17-02-2023,12448,France,8,425.46,3403.68
INV14638,07-03-2023,10643,USA,9,425.46,3829.14
INV15226,25-08-2022,11014,India,9,425.46,3829.14
INV12636,24-07-2022,11168,UK,6,425.46,2552.76
INV14014,31-10-2022,12267,France,-2,425.46,-850.92
INV13927,15-09-2022,10282,UK,7,425.46,2978.22
INV15990,23-05-2023,12002,USA,13,425.46,5530.98
INV14857,27-01-2023,12610,Germany,6,425.46,2552.76
INV10248,11-01-2022,10838,UK,2,425.46,850.92
INV10443,25-05-2022,12573,UK,13,425.46,5530.98
INV10155,18-06-2023,12403,India,1,425.46,425.46
INV13458,07-08-2022,10835,Germany,-1,425.46,-425.46
INV10818,28-02-2023,10733,India,12,425.46,5105.52
INV14498,08-05-2023,10406,India,13,425.46,5530.98
INV15995,19-03-2022,11082,France,12,425.46,5105.52
INV12533,28-06-2022,11482,India,10,425.46,4254.6
INV14625,14-02-2023,12344,France,7,425.46,2978.22
INV14148,13-03-2022,12428,France,12,425.46,5105.52
INV13537,11-04-2022,10157,Germany,10,425.46,4254.6
INV11540,12-09-2022,12398,UK,4,425.46,1701.84
INV11245,10-05-2023,11979,India,12,425.46,5105.52
INV12891,03-09-2022,11771,UK,11,425.46,4680.06
INV14709,24-04-2023,,France,10,425.46,4254.6
INV14862,14-04-2022,11323,USA,0,425.46,0
INV10223,05-06-2023,10095,Germany,7,425.46,2978.22
INV11594,28-12-2022,11075,Germany,14,425.46,5956.44
INV15022,23-03-2022,12462,Germany,9,425.46,3829.14
INV14045,22-05-2022,11864,Germany,8,425.46,3403.68
INV15368,22-05-2022,10888,UK,5,425.46,2127.3
INV13134,29-03-2023,10685,UK,14,425.46,5956.44
INV13072,03-05-2023,10269,Germany,4,425.46,1701.84
INV13436,04-02-2022,,Germany,-1,425.46,-425.46
INV14216,03-06-2023,,France,7,425.46,2978.22
INV12127,20-10-2022,10893,India,3,425.46,1276.38
INV15564,16-08-2022,10326,USA,12,425.46,5105.52
INV10044,07-06-2023,12519,UK,1,425.46,425.46
INV15773,20-07-2022,10877,France,0,425.46,0
INV13188,04-04-2023,11930,India,1,425.46,425.46
INV14576,11-01-2022,10127,USA,6,425.46,2552.76
INV10331,23-12-2022,11036,USA,6,425.46,2552.76
INV10235,01-05-2022,10277,USA,13,425.46,5530.98
INV11217,23-05-2023,10038,USA,14,425.46,5956.44
INV12400,26-05-2022,12366,USA,13,425.46,5530.98
INV14839,05-05-2023,10399,France,13,425.46,5530.98
INV10390,18-12-2022,10016,France,14,425.46,5956.44
INV13376,10-10-2022,12670,USA,12,425.46,5105.52
INV12435,20-01-2022,10023,UK,3,425.46,1276.38
INV14663,02-03-2023,10936,UK,2,425.46,850.92
INV10990,16-12-2022,11223,India,4,425.46,1701.84
INV13972,04-03-2022,12860,France,2,425.46,850.92
INV13291,16-05-2022,12973,Germany,10,425.46,4254.6
INV13358,13-02-2023,12904,France,8,425.46,3403.68
INV10794,23-11-2022,12463,India,13,425.46,5530.98
INV13127,20-01-2022,12221,France,12,425.46,5105.52
INV13625,22-03-2022,,USA,13,425.46,5530.98
INV14918,17-05-2023,11151,Germany,11,425.46,4680.06
INV10499,15-07-2022,10264,France,4,425.46,1701.84
INV13163,06-07-2022,11187,UK,0,425.46,0
INV15781,06-01-2023,10025,India,9,425.46,3829.14
INV10236,07-07-2022,11053,Germany,3,425.46,1276.38
INV11738,06-09-2022,11260,UK,10,425.46,4254.6
INV13109,01-04-2022,10934,India,4,425.46,1701.84
INV14785,18-03-2022,11836,India,12,425.46,5105.52
INV15842,01-04-2023,11514,France,-1,425.46,-425.46
INV12349,02-05-2023,11953,USA,3,425.46,1276.38
INV12833,16-02-2022,11178,Germany,12,425.46,5105.52
INV13298,15-09-2022,12552,Germany,11,425.46,4680.06
INV15064,13-09-2022,11277,USA,13,425.46,5530.98
INV12934,02-07-2022,10107,USA,9,425.46,3829.14
INV11613,31-03-2023,10638,Germany,-1,425.46,-425.46
INV13134,05-04-2022,11618,Germany,4,425.46,1701.84
INV10406,11-06-2022,12062,Germany,-2,425.46,-850.92
INV10552,10-01-2022,11936,UK,4,425.46,1701.84
INV14050,13-04-2023,11369,France,11,425.46,4680.06
INV15037,15-04-2023,12693,India,1,425.46,425.46
INV12997,10-07-2022,10754,Germany,0,425.46,0
INV12080,07-08-2022,11256,UK,8,425.46,3403.68
INV11204,19-08-2022,10716,India,9,425.46,3829.14
INV14467,22-04-2022,12356,UK,4,425.46,1701.84
INV10900,15-01-2023,12013,UK,13,425.46,5530.98
INV13101,14-11-2022,11296,UK,1,425.46,425.46
INV14172,18-09-2022,10824,UK,5,425.46,2127.3
INV13301,24-06-2023,12159,USA,5,425.46,2127.3
INV11026,11-06-2023,12915,India,2,425.46,850.92
INV11839,08-06-2023,12687,UK,-2,425.46,-850.92
INV15910,08-01-2023,10866,UK,3,425.46,1276.38
INV12377,18-04-2022,10402,India,2,425.46,850.92
INV10990,03-11-2022,10041,India,-1,425.46,-425.46
INV15974,21-01-2023,11036,India,9,425.46,3829.14
INV10119,19-11-2022,12775,Germany,7,425.46,2978.22
INV10437,03-05-2023,12816,Germany,4,425.46,1701.84
INV13927,05-03-2023,12701,Germany,-1,425.46,-425.46
INV15172,20-08-2022,10487,UK,-1,425.46,-425.46
INV12826,21-12-2022,10970,Germany,-1,425.46,-425.46
INV15256,16-06-2022,10325,USA,13,425.46,5530.98
INV11867,28-06-2022,12833,India,4,425.46,1701.84
INV15751,20-05-2022,12134,USA,5,425.46,2127.3
INV13896,03-03-2022,11750,USA,10,425.46,4254.6
INV10323,09-08-2022,12057,France,3,425.46,1276.38
INV14723,01-08-2022,10328,France,5,425.46,2127.3
INV10839,14-10-2022,10245,Germany,8,425.46,3403.68
INV10624,06-09-2022,12079,France,1,425.46,425.46
INV12832,28-05-2023,10406,Germany,14,425.46,5956.44
INV12630,23-08-2022,10823,USA,3,425.46,1276.38
INV14871,10-08-2022,11352,Germany,4,425.46,1701.84
INV11357,21-02-2023,12087,India,7,425.46,2978.22
INV14860,18-10-2022,12131,UK,12,425.46,5105.52
INV13074,12-04-2022,10733,UK,7,425.46,2978.22
INV11383,27-08-2022,12651,France,1,425.46,425.46
INV15764,15-06-2022,11388,France,-2,425.46,-850.92
INV15149,19-02-2022,11239,UK,5,425.46,2127.3
INV15349,26-05-2023,10727,UK,14,425.46,5956.44
INV12239,27-02-2022,11014,UK,2,425.46,850.92
INV13264,03-04-2023,11604,India,-2,425.46,-850.92
INV11891,25-05-2022,10647,USA,11,425.46,4680.06
INV11131,28-10-2022,11903,India,13,425.46,5530.98
INV10239,09-02-2022,11321,Germany,1,425.46,425.46
INV10218,22-04-2023,12066,India,11,425.46,4680.06
INV15853,29-08-2022,12992,UK,3,425.46,1276.38
INV12767,28-08-2022,12618,France,5,425.46,2127.3
INV12692,02-01-2023,11917,India,10,425.46,4254.6
INV14245,21-02-2023,,France,4,425.46,1701.84
INV12715,13-06-2022,10325,UK,6,425.46,2552.76
INV11452,03-09-2022,10265,India,10,425.46,4254.6
INV15496,15-02-2022,12072,USA,-2,425.46,-850.92
INV15578,30-11-2022,11810,UK,6,425.46,2552.76
INV15568,28-05-2023,10777,France,-2,425.46,-850.92
INV10793,19-01-2022,12840,USA,3,425.46,1276.38
INV15059,01-03-2022,10713,UK,8,425.46,3403.68
INV10005,01-06-2022,12145,USA,0,425.46,0
INV12944,11-11-2022,11850,UK,2,425.46,850.92
INV15805,20-11-2022,10245,Germany,7,425.46,2978.22
INV10273,08-04-2022,12293,India,0,425.46,0
INV15962,10-06-2022,12202,India,12,425.46,5105.52
INV15783,03-04-2023,10678,Germany,14,425.46,5956.44
INV14802,13-02-2022,10611,France,5,425.46,2127.3
INV15078,07-06-2022,11500,France,13,425.46,5530.98
INV14940,31-01-2022,10966,France,-1,425.46,-425.46
INV13124,26-07-2022,11973,Germany,-1,425.46,-425.46
INV11735,10-12-2022,10067,France,-2,425.46,-850.92
INV12524,15-08-2022,10247,UK,5,425.46,2127.3
INV15733,20-03-2022,10258,UK,4,425.46,1701.84
INV15703,30-01-2023,10842,USA,4,425.46,1701.84
INV15308,07-12-2022,11759,France,4,425.46,1701.84
INV12793,19-06-2022,,Germany,-1,425.46,-425.46
INV12339,04-04-2023,10409,India,12,425.46,5105.52
INV13241,06-04-2023,12344,India,11,425.46,4680.06
INV10724,17-02-2022,10379,France,7,425.46,2978.22
INV14026,24-06-2023,12424,UK,13,425.46,5530.98
INV15939,08-03-2023,10511,India,8,425.46,3403.68
INV15381,21-01-2023,10333,India,-1,425.46,-425.46
INV13964,02-06-2022,10218,France,5,425.46,2127.3
INV12815,26-03-2023,11776,UK,1,425.46,425.46
INV14687,27-11-2022,11192,Germany,12,425.46,5105.52
INV12344,09-01-2022,10724,France,11,425.46,4680.06
INV13332,29-04-2022,12416,Germany,5,425.46,2127.3
INV13483,18-04-2023,11252,UK,9,425.46,3829.14
INV14616,23-01-2023,11081,India,3,425.46,1276.38
INV12580,25-05-2023,11787,India,9,425.46,3829.14
INV12734,04-03-2022,12662,UK,14,425.46,5956.44
INV14587,20-02-2022,10642,Germany,2,425.46,850.92
INV14173,11-09-2022,12128,India,-1,425.46,-425.46
INV10776,12-10-2022,11543,Germany,9,425.46,3829.14
INV13211,17-04-2022,11413,India,14,425.46,5956.44
INV10064,27-03-2023,12696,UK,-1,425.46,-425.46
INV14106,01-04-2022,11614,USA,1,425.46,425.46
INV14969,24-09-2022,10765,France,-1,425.46,-425.46
INV12929,21-02-2022,10111,Germany,5,425.46,2127.3
INV12465,25-08-2022,12101,Germany,6,425.46,2552.76
INV13867,17-04-2022,10831,France,3,425.46,1276.38
INV14127,04-11-2022,11763,France,13,425.46,5530.98
INV15003,15-06-2023,11116,USA,12,425.46,5105.52
INV13103,04-12-2022,10803,UK,10,425.46,4254.6
INV15092,19-06-2023,10385,USA,8,425.46,3403.68
INV12849,30-12-2022,11202,UK,9,425.46,3829.14
INV12313,12-03-2022,11968,UK,10,425.46,4254.6
INV14162,18-06-2023,,USA,12,425.46,5105.52
INV12251,05-01-2023,11507,France,4,425.46,1701.84
INV15241,25-08-2022,12752,Germany,5,425.46,2127.3
INV13393,13-04-2022,11124,USA,6,425.46,2552.76
INV10482,24-07-2022,12264,UK,11,425.46,4680.06
INV14799,08-05-2023,10985,UK,10,425.46,4254.6
INV15201,03-07-2022,11190,Germany,-2,425.46,-850.92
INV14229,16-04-2022,11933,France,2,425.46,850.92
INV13695,23-01-2022,11916,France,12,425.46,5105.52
INV15798,02-03-2023,12495,UK,10,425.46,4254.6
INV11887,19-04-2023,11398,France,3,425.46,1276.38
INV10050,09-11-2022,10443,Germany,3,425.46,1276.38
INV13574,18-12-2022,11707,USA,4,425.46,1701.84
INV13793,06-11-2022,11003,USA,12,425.46,5105.52
INV13542,30-08-2022,11492,UK,10,425.46,4254.6
INV11424,13-04-2022,11425,UK,12,425.46,5105.52
INV14976,29-10-2022,12157,USA,5,425.46,2127.3
INV12821,19-06-2022,10136,France,-1,425.46,-425.46
INV13495,29-01-2022,11236,France,8,425.46,3403.68
INV13970,21-09-2022,11051,France,1,425.46,425.46
INV12070,08-05-2022,12185,USA,12,425.46,5105.52
INV10388,27-08-2022,12904,France,0,425.46,0
INV15991,19-04-2022,11876,India,12,425.46,5105.52
INV12611,28-03-2023,11442,UK,-1,425.46,-425.46
INV13424,31-10-2022,12402,France,8,425.46,3403.68
INV11713,04-01-2022,,UK,9,425.46,3829.14
INV15002,11-10-2022,12985,India,6,425.46,2552.76
INV15545,03-11-2022,10406,Germany,14,425.46,5956.44
INV14576,27-04-2023,10012,USA,2,425.46,850.92
INV15495,08-04-2023,11738,France,6,425.46,2552.76
INV15419,17-06-2022,11352,France,-1,425.46,-425.46
INV11466,01-02-2022,11540,France,1,425.46,425.46
INV12834,26-10-2022,12290,USA,3,425.46,1276.38
INV15036,18-08-2022,10279,UK,0,425.46,0
INV15561,07-06-2022,10412,Germany,-1,425.46,-425.46
INV11024,10-11-2022,12168,France,3,425.46,1276.38
INV11548,14-06-2022,,UK,4,425.46,1701.84
INV11069,15-12-2022,12040,USA,4,425.46,1701.84
INV10277,26-02-2022,10167,France,12,425.46,5105.52
INV14880,03-11-2022,10546,USA,7,425.46,2978.22
INV10174,24-11-2022,,India,11,425.46,4680.06
INV15595,05-12-2022,,India,5,425.46,2127.3
INV14028,23-06-2022,10105,UK,-1,425.46,-425.46
INV10466,11-12-2022,10083,France,10,425.46,4254.6
INV11295,07-03-2023,11098,UK,9,425.46,3829.14
INV15482,05-01-2023,11910,India,13,425.46,5530.98
INV13322,27-07-2022,12619,UK,-1,425.46,-425.46
INV11427,18-02-2023,10948,USA,12,425.46,5105.52
INV15834,03-09-2022,12939,India,8,425.46,3403.68
INV11013,17-03-2022,12033,USA,11,425.46,4680.06
INV11964,26-08-2022,10493,UK,8,425.46,3403.68
INV13563,08-06-2023,11491,UK,12,425.46,5105.52
INV14697,16-12-2022,11517,France,11,425.46,4680.06
INV11856,10-01-2022,10518,France,10,425.46,4254.6
INV12648,17-06-2022,10531,UK,4,425.46,1701.84
INV14647,22-09-2022,12816,USA,6,425.46,2552.76
INV15808,17-03-2022,10212,USA,7,425.46,2978.22
INV13022,07-10-2022,11123,India,2,425.46,850.92
INV13493,27-04-2022,10939,USA,12,425.46,5105.52
INV11658,05-05-2022,12213,Germany,-1,425.46,-425.46
INV11934,12-05-2023,10488,Germany,-1,425.46,-425.46
INV11563,26-03-2022,10159,UK,1,425.46,425.46
INV14531,04-01-2022,11072,Germany,2,425.46,850.92
INV10753,13-01-2023,11134,UK,13,425.46,5530.98
INV13824,26-03-2023,11453,France,14,425.46,5956.44
INV12818,20-11-2022,12031,India,2,425.46,850.92
INV12257,05-01-2023,12262,India,12,425.46,5105.52
INV14792,11-02-2023,11130,India,0,425.46,0
INV14737,27-01-2022,11951,USA,10,425.46,4254.6
INV12542,07-07-2022,11491,Germany,5,425.46,2127.3
INV10242,12-06-2022,10031,UK,1,425.46,425.46
INV13102,11-04-2023,12699,France,1,425.46,425.46
INV10329,03-04-2023,11754,UK,-2,425.46,-850.92
INV11239,20-01-2022,11335,India,1,425.46,425.46
INV12800,21-02-2023,11353,UK,5,425.46,2127.3
INV12884,07-02-2022,11411,UK,2,425.46,850.92
INV12349,19-11-2022,11714,India,3,425.46,1276.38
INV13884,03-10-2022,10787,France,5,425.46,2127.3
INV11950,07-11-2022,11928,India,10,425.46,4254.6
INV14176,06-02-2023,12291,India,-2,425.46,-850.92
INV11093,04-06-2022,10991,USA,4,425.46,1701.84
INV11716,24-01-2022,10777,Germany,11,425.46,4680.06
INV14775,20-05-2022,11844,Germany,5,425.46,2127.3
INV11773,08-06-2023,12597,USA,4,425.46,1701.84
INV11473,05-10-2022,11080,India,4,425.46,1701.84
INV12266,31-05-2022,12999,Germany,4,425.46,1701.84
INV12400,09-01-2023,11762,France,-1,425.46,-425.46
INV10815,05-05-2022,10859,UK,3,425.46,1276.38
INV11663,27-07-2022,10978,Germany,11,425.46,4680.06
INV13531,13-07-2022,11552,India,2,425.46,850.92
INV11319,29-04-2022,11233,USA,8,425.46,3403.68
INV10310,07-06-2023,11710,USA,7,425.46,2978.22
INV11624,27-04-2023,10086,UK,2,425.46,850.92
INV10922,30-12-2022,12692,USA,14,425.46,5956.44
INV11952,23-12-2022,12518,UK,6,425.46,2552.76
INV11446,07-04-2023,11857,India,7,425.46,2978.22
INV13193,06-08-2022,11039,India,1,425.46,425.46
INV13379,31-10-2022,,Germany,11,425.46,4680.06
INV10850,15-06-2023,12670,USA,2,425.46,850.92
INV14208,06-01-2023,11967,USA,-1,425.46,-425.46
INV12689,07-05-2023,11498,Germany,12,425.46,5105.52
INV13500,17-04-2022,10940,India,13,425.46,5530.98
INV12890,10-05-2022,10523,USA,-2,425.46,-850.92
INV12250,03-04-2022,10851,France,13,425.46,5530.98
INV10560,06-08-2022,10077,Germany,13,425.46,5530.98
INV15122,04-03-2022,12901,Germany,14,425.46,5956.44
INV13871,05-01-2022,12302,Germany,7,425.46,2978.22
INV15095,10-07-2022,11041,UK,2,425.46,850.92
INV14255,01-02-2023,11273,USA,-1,425.46,-425.46
INV11551,25-01-2022,12520,India,7,425.46,2978.22
INV10685,20-11-2022,10505,UK,11,425.46,4680.06
INV12809,16-06-2023,11676,Germany,9,425.46,3829.14
INV14998,08-11-2022,10383,India,1,425.46,425.46
INV11529,07-02-2023,11480,UK,6,425.46,2552.76
INV15716,14-03-2023,11023,USA,8,425.46,3403.68
INV12710,25-02-2022,12111,India,2,425.46,850.92
INV12591,14-06-2023,10769,UK,14,425.46,5956.44
INV15575,28-10-2022,12298,India,12,425.46,5105.52
INV13370,02-05-2022,10663,USA,1,425.46,425.46
INV11865,06-02-2022,11990,UK,-2,425.46,-850.92
INV15979,02-03-2023,12219,USA,-2,425.46,-850.92
INV13429,05-07-2022,12202,France,1,425.46,425.46
INV13069,05-09-2022,10030,UK,-1,425.46,-425.46
INV12362,15-01-2022,11965,France,11,425.46,4680.06
INV13912,21-02-2022,10495,France,0,425.46,0
INV14518,17-11-2022,10982,Germany,8,425.46,3403.68
INV11201,08-05-2023,11765,France,10,425.46,4254.6
INV14895,15-01-2022,11338,France,1,425.46,425.46
INV10791,10-03-2022,12664,USA,-2,425.46,-850.92
INV13680,22-01-2023,10237,France,5,425.46,2127.3
INV15127,21-05-2022,11064,Germany,11,425.46,4680.06
INV11280,27-09-2022,11426,Germany,5,425.46,2127.3
INV15435,11-05-2022,10943,Germany,3,425.46,1276.38
INV15278,07-01-2022,12832,UK,2,425.46,850.92
INV10483,27-03-2022,10950,France,0,425.46,0
INV12298,24-02-2022,12848,Germany,4,425.46,1701.84
INV15040,10-06-2023,10925,UK,2,425.46,850.92
INV14500,02-05-2023,10897,USA,6,425.46,2552.76
INV12240,05-11-2022,12872,UK,4,425.46,1701.84
INV12875,10-04-2022,12837,UK,14,425.46,5956.44
INV11768,26-02-2023,11161,India,12,425.46,5105.52
INV13574,15-04-2022,10683,UK,3,425.46,1276.38
INV13842,02-05-2023,11151,UK,7,425.46,2978.22
INV14294,04-06-2023,11259,Germany,1,425.46,425.46
INV12210,03-09-2022,12759,India,6,425.46,2552.76
INV11904,14-01-2023,11517,France,7,425.46,2978.22
INV15809,16-03-2022,11084,UK,1,425.46,425.46
INV12637,28-06-2022,11802,India,10,425.46,4254.6
INV11270,02-03-2022,12195,India,6,425.46,2552.76
INV15148,01-08-2022,10303,UK,5,425.46,2127.3
INV11924,16-08-2022,12614,France,6,425.46,2552.76
INV15113,12-02-2022,10532,France,2,425.46,850.92
INV10303,27-11-2022,11507,France,2,425.46,850.92
INV10148,18-08-2022,12861,USA,4,425.46,1701.84
INV13729,26-09-2022,10400,France,14,425.46,5956.44
INV13367,27-05-2022,11769,UK,2,425.46,850.92
INV15078,19-07-2022,12920,UK,0,425.46,0
INV15458,06-01-2022,11188,UK,2,425.46,850.92
INV11503,18-03-2023,12261,USA,10,425.46,4254.6
INV12135,01-03-2023,10680,USA,0,425.46,0
INV12574,28-03-2023,10360,India,1,425.46,425.46
INV15265,30-11-2022,10288,USA,6,425.46,2552.76
INV14231,03-09-2022,10613,India,-1,425.46,-425.46
INV11266,03-06-2022,12086,India,5,425.46,2127.3
INV12083,03-12-2022,11664,India,2,425.46,850.92
INV11392,02-04-2022,12322,India,8,425.46,3403.68
INV11885,31-10-2022,10195,USA,10,425.46,4254.6
INV15278,26-05-2023,10446,UK,8,425.46,3403.68
INV11097,25-08-2022,10376,India,-1,425.46,-425.46
INV14793,21-10-2022,11900,France,3,425.46,1276.38
INV11581,25-03-2023,10969,Germany,2,425.46,850.92
INV11976,22-04-2023,10765,Germany,13,425.46,5530.98
INV10880,18-09-2022,10937,India,0,425.46,0
INV10137,22-06-2022,11708,USA,10,425.46,4254.6
INV10641,02-02-2022,10882,France,7,425.46,2978.22
INV12964,26-03-2022,12207,UK,2,425.46,850.92
INV12064,23-08-2022,10804,France,7,425.46,2978.22
INV14751,05-12-2022,10197,UK,0,425.46,0
INV14590,09-01-2023,12481,USA,13,425.46,5530.98
INV13290,03-04-2023,10301,Germany,-2,425.46,-850.92
INV15155,17-12-2022,10287,UK,7,425.46,2978.22
INV13010,12-05-2022,10496,India,13,425.46,5530.98
INV11043,16-04-2022,10631,UK,5,425.46,2127.3
INV15189,22-06-2022,12283,India,12,425.46,5105.52
INV13917,11-01-2022,12597,France,3,425.46,1276.38
INV15600,19-06-2023,12492,Germany,2,425.46,850.92
INV15864,23-02-2022,10553,Germany,1,425.46,425.46
INV13878,28-09-2022,11792,UK,6,425.46,2552.76
INV15151,05-02-2023,12962,India,12,425.46,5105.52
INV11750,14-09-2022,10003,UK,10,425.46,4254.6
INV15056,18-07-2022,12752,India,6,425.46,2552.76
INV11045,02-01-2022,10980,India,6,425.46,2552.76
